"","wijk_id","wijk_district_and_neighborhood","wijk_municipality","wijk_type_region","wijk_code","wijk_change_in_layout","wijk_number_of_inhabitants","wijk_n_Sixty_Five_Years_Or_Older","wijk_WesternTotal","wijk_Non_Western_Total","wijk_Morocco","wijk_Turkey","wijk_Population_Density","wijk_Average_Home_Value","wijk_Average_Income_Per_Income_Recipient","wijk_Average_Income_Per_Inhabitant","wijk_40_Lowest_Income_People","wijk_20_Persons_With_Highest_Income","wijk_40_Lowest_Income_Households","wijk_20_House_holds_With_Highest_Income","wijk_low_income_households","wijk_House_hold_Under_Or_Around_Social_Minimum","wijk_code_six_digits"
"13536",13535,"WK071579","Terneuzen","Wijk","WK071579","1",1910,460,155,60,0,0,"2073","165","28.9","23.5","42","17.2","35.2","18.8","4.8","4.5","071579"
"13538",13537,"WK071582","Terneuzen","Wijk","WK071582","1",885,140,90,0,0,0,"25","206","33.4","26.8","36.3","24.8","21.8","29.5","4.2","4.2","071582"
"13540",13539,"WK071585","Terneuzen","Wijk","WK071585","1",730,135,200,5,0,0,"1033","182","31.5","25.4","37.9","19.5","35.3","20.1","5.9","4.6","071585"
"13542",13541,"WK071588","Terneuzen","Wijk","WK071588","1",180,40,45,0,0,0,"21","279","39.5","32.4","36","29.3",".",".",".",".","071588"
"13545",13544,"WK009300","Terschelling","Wijk","WK009300","1",2590,600,140,60,0,0,"107","259","27","23.6","47.4","15.2","55.1","12.9","4.3","4.1","009300"
"13548",13547,"WK009301","Terschelling","Wijk","WK009301","1",1255,235,70,5,0,0,"101","305","31.3","25.7","37.4","18.5","35","20.5","5.8","4.4","009301"
"13552",13551,"WK009302","Terschelling","Wijk","WK009302","1",260,55,10,0,0,0,"49","457","35.2","29.2","32.7","22","20.9","33","2.7","2.7","009302"
"13556",13555,"WK009303","Terschelling","Wijk","WK009303","1",140,40,5,0,0,0,"74","437","29.2","23.1","40.9","17.3",".",".",".",".","009303"
"13559",13558,"WK009304","Terschelling","Wijk","WK009304","1",485,110,15,5,0,0,"51","380","31.2","25.4","38.5","17.5","35","24.2","5.4","6.3","009304"
"13563",13562,"WK009305","Terschelling","Wijk","WK009305","1",125,20,5,0,0,0,"4",".",".","27.3",".",".",".",".",".",".","009305"
"13568",13567,"WK044800","Texel","Wijk","WK044800","1",12125,2905,805,420,10,10,"110","265","28.6","24.3","43","15.2","38","19.3","5.4","4.8","044800"
"13578",13577,"WK044801","Texel","Wijk","WK044801","1",1415,275,110,20,0,0,"27","314","29.2","24.5","40.3","16.4","34","24.5","4.4","3.6","044801"
"13584",13583,"WK152500","Teylingen","Wijk","WK152500","1",15680,3170,1405,1015,185,100,"2508","262","35.8","28.9","34.8","23.5","32.9","25.9","4.3","3.7","152500"
"13587",13586,"WK152501","Teylingen","Wijk","WK152501","1",15620,2260,1370,850,85,50,"1274","285","38.4","30.1","34","27.9","21.3","36.8","3.2","2.8","152501"
"13594",13593,"WK152502","Teylingen","Wijk","WK152502","1",4800,1280,510,260,20,5,"483","361","43.9","36.1","38.2","24.9","33.9","30.5","6.6","4.6","152502"
"13599",13598,"WK071600","Tholen","Wijk","WK071600","1",7890,1490,380,345,175,5,"330","205","30.6","23.9","41.4","19.5","33.6","22.5","5.2","5","071600"
"13602",13601,"WK071601","Tholen","Wijk","WK071601","1",1635,310,90,60,0,0,"74","189","29.6","23.4","43.1","16.8","33.3","19","6.1","4.7","071601"
"13605",13604,"WK071602","Tholen","Wijk","WK071602","1",1790,270,95,30,0,0,"193","179","27.7","20.5","42.4","14.8","33.8","18.7","6.3","5.7","071602"
"13608",13607,"WK071603","Tholen","Wijk","WK071603","1",3490,720,290,170,25,5,"159","166","27.7","21.7","44.3","13.8","40.3","13.9","7.7","6.4","071603"
"13611",13610,"WK071604","Tholen","Wijk","WK071604","1",1720,320,50,25,0,0,"152","161","27.4","20.4","45","15.4","36.3","18.5","5.4","5.3","071604"
"13614",13613,"WK071605","Tholen","Wijk","WK071605","1",3665,710,140,50,0,0,"257","174","28.4","22.4","42.6","16.4","35","19.4","4","5.3","071605"
"13617",13616,"WK071606","Tholen","Wijk","WK071606","1",2695,415,190,85,5,0,"142","189","29.9","23","39.3","19.7","33","21.6","5.3","4.5","071606"
"13620",13619,"WK071607","Tholen","Wijk","WK071607","1",2620,450,120,50,0,0,"105","179","30.1","22.9","41.5","19.3","29.7","20.5","5","4.3","071607"
"13625",13624,"WK028100","Tiel","Wijk","WK028100","1",19655,3560,1935,4415,1525,1775,"4016","158","26.2","20.9","44.5","12.3","49.5","10.5","11.1","9.3","028100"
"13637",13636,"WK028101","Tiel","Wijk","WK028101","1",10390,2325,940,1205,400,295,"910","213","31.5","25.4","41.2","18.2","35.9","20.2","7.9","6.5","028101"
"13646",13645,"WK028102","Tiel","Wijk","WK028102","1",1935,335,105,55,5,5,"180","304","34.5","26.8","37.6","23","24.8","30.1","3.5","3.9","028102"
"13651",13650,"WK028103","Tiel","Wijk","WK028103","1",9500,800,750,850,185,280,"1643","234","35.1","26.6","34.6","26.9","17.4","32.1","3.5","2.8","028103"
"13660",13659,"WK085510","Tilburg","Wijk","WK085510","3",6475,1320,705,555,40,65,"8149","165","27.3","25.6","45.3","15.2","68.8","6.4","10.4","9.8","085510"
"13665",13664,"WK085511","Tilburg","Wijk","WK085511","3",5860,975,500,385,50,30,"6789","207","32.4","27.8","39.1","21.8","50.6","17.7","8","7","085511"
"13671",13670,"WK085512","Tilburg","Wijk","WK085512","3",2365,350,155,55,5,10,"8457","254","37.1","29.2","29.7","30.1","26.5","31.8","3","2.8","085512"
"13675",13674,"WK085513","Tilburg","Wijk","WK085513","3",880,95,75,200,40,25,"4754","145","22.8","18.4","53.9","9.6","64.5","6.4","23.5","21.2","085513"
"13678",13677,"WK085514","Tilburg","Wijk","WK085514","3",3285,455,285,375,15,45,"6384","156","28","23.1","40.6","15.9","46.5","12.6","6.2","6.1","085514"
"13684",13683,"WK085515","Tilburg","Wijk","WK085515","3",4200,675,450,755,90,235,"7095","146","24.3","20.4","50.5","10.9","65.9","6.6","15.7","14.6","085515"
"13690",13689,"WK085516","Tilburg","Wijk","WK085516","3",6290,965,770,1035,150,355,"8959","138","23.2","19.5","49.9","8.3","63.8","6.1","13.4","12.1","085516"
"13695",13694,"WK085517","Tilburg","Wijk","WK085517","3",5710,990,720,815,165,205,"7186","148","25.3","21.3","47.4","11.6","58.5","7.5","13","12","085517"
"13703",13702,"WK085518","Tilburg","Wijk","WK085518","3",4175,370,530,785,115,235,"11527","141","23.9","20.4","49.6","9.1","68.9","5.1","15.8","13.9","085518"
"13706",13705,"WK085519","Tilburg","Wijk","WK085519","3",3035,315,415,295,20,80,"8908","154","25.5","22.4","47.8","12.7","64.3","8.3","10.7","9.1","085519"
"13709",13708,"WK085520","Tilburg","Wijk","WK085520","3",4815,1025,485,400,25,70,"9771","161","30.2","26.8","40.9","19.5","55.7","12.2","7.4","6.2","085520"
"13713",13712,"WK085521","Tilburg","Wijk","WK085521","3",1440,280,320,285,10,30,"6636","109","20.3","19","61.7","7.6","82.7","2.6","6.8","8.1","085521"
"13717",13716,"WK085522","Tilburg","Wijk","WK085522","3",4250,720,445,540,115,85,"8842","158","26.5","22.3","44.9","13.5","55.1","10.4","11.2","10.2","085522"
"13720",13719,"WK085523","Tilburg","Wijk","WK085523","3",7000,765,870,1470,325,315,"8494","148","24.4","19.9","47.2","9.9","57.6","8","14.9","12.9","085523"
"13726",13725,"WK085524","Tilburg","Wijk","WK085524","3",4640,565,670,595,145,75,"9690","155","25.3","21.7","46.6","12.4","59","8.2","12.6","10.4","085524"
"13730",13729,"WK085525","Tilburg","Wijk","WK085525","3",6690,900,780,905,110,200,"10490","158","27.1","22.5","40.3","13.8","52","9.1","7.2","6.7","085525"
"13735",13734,"WK085526","Tilburg","Wijk","WK085526","3",5770,685,755,520,65,75,"9053","150","25.2","21.8","47","12.1","60.6","8.6","10.8","8.5","085526"
"13741",13740,"WK085527","Tilburg","Wijk","WK085527","3",4015,790,475,400,55,80,"7384","142","25.7","21.8","46.1","13.5","61.8","10.2","10.2","9.6","085527"
"13745",13744,"WK085528","Tilburg","Wijk","WK085528","3",400,10,60,80,10,10,"2511","167","29.8","28.1","35.7","18.4","58.2","6.7","19.5","16.7","085528"
"13748",13747,"WK085529","Tilburg","Wijk","WK085529","3",865,115,135,155,25,45,"899","172","25.4","21.2","47.4","12.2","56.1","11.2","11.9","9.6","085529"
"13756",13755,"WK085530","Tilburg","Wijk","WK085530","3",45,10,5,0,0,0,"33",".",".",".",".",".",".",".",".",".","085530"
"13758",13757,"WK085531","Tilburg","Wijk","WK085531","3",570,400,55,10,0,0,"471","230","33.5","31.6","37.2","21.2","36.8","12.4","4.1","3.8","085531"
"13763",13762,"WK085532","Tilburg","Wijk","WK085532","3",7330,1160,825,1705,270,490,"5748","153","22.9","18.2","52.6","8.3","56.4","7.7","15.5","13.9","085532"
"13773",13772,"WK085533","Tilburg","Wijk","WK085533","3",225,30,30,15,0,5,"231","157","29.3","23.6","53.9","16.7","70.1","16.4","23.5","20.6","085533"
"13777",13776,"WK085534","Tilburg","Wijk","WK085534","3",100,20,10,0,0,0,"160",".",".","50.5",".",".",".",".",".",".","085534"
"13780",13779,"WK085535","Tilburg","Wijk","WK085535","3",6010,1230,395,180,10,20,"3097","332","44.3","35.6","29.3","35.1","11","43.5","1.3","1.3","085535"
"13785",13784,"WK085536","Tilburg","Wijk","WK085536","3",3955,820,380,575,205,140,"4584","263","38.4","30.5","39.4","27.4","39.6","29.8","9.2","8.4","085536"
"13789",13788,"WK085537","Tilburg","Wijk","WK085537","3",6095,1150,765,1315,155,345,"4275","165","28.2","23.9","46.8","15","61.2","10","10.4","8.5","085537"
"13797",13796,"WK085538","Tilburg","Wijk","WK085538","3",12280,2420,1545,3670,690,1275,"4975","135","23.4","19.4","50.3","8.9","64.3","6.3","14.5","12.8","085538"
"13812",13811,"WK085539","Tilburg","Wijk","WK085539","3",5920,925,825,2595,625,835,"5361","126","20.7","15.9","56","5","67.2","5","19","18","085539"
"13818",13817,"WK085540","Tilburg","Wijk","WK085540","3",2160,785,230,190,40,55,"1514","203","35.8","29.9","34.4","23.8","37.7","20.9","3.7","4.7","085540"
"13822",13821,"WK085541","Tilburg","Wijk","WK085541","3",10,5,5,0,0,0,"8",".",".",".",".",".",".",".",".",".","085541"
"13824",13823,"WK085542","Tilburg","Wijk","WK085542","3",7210,960,805,3640,850,735,"5628","148","22.3","16.3","56.4","8","57","7.9","21.3","18.4","085542"
"13832",13831,"WK085543","Tilburg","Wijk","WK085543","3",11265,2870,1175,3680,855,825,"6417","145","22.9","18.4","52","8.2","57.9","7.7","12.9","13.1","085543"
"13841",13840,"WK085544","Tilburg","Wijk","WK085544","3",4065,920,505,605,120,95,"3079","182","28.9","23.6","39.3","16.7","36.7","16.2","6.1","7","085544"
"13848",13847,"WK085545","Tilburg","Wijk","WK085545","3",495,90,50,20,5,5,"257","215","30.8","24.8","37.8","18.1","26.7","18.6","5.6","5.1","085545"
"13851",13850,"WK085546","Tilburg","Wijk","WK085546","3",195,50,10,5,0,0,"494","510","63.3","53","26.2","37.2",".",".",".",".","085546"
"13853",13852,"WK085547","Tilburg","Wijk","WK085547","3",4035,380,595,710,110,180,"4562","154","26.3","20.5","40.9","12.2","41.4","10.4","10.4","9.6","085547"
"13858",13857,"WK085548","Tilburg","Wijk","WK085548","3",5195,560,440,355,30,65,"4126","197","31.1","24.9","34.8","21.1","20.1","26.5","3","3.4","085548"
"13863",13862,"WK085549","Tilburg","Wijk","WK085549","3",2665,385,230,195,20,35,"4680","213","32.9","27.3","35","22.1","23.7","27.7","2.8","2.5","085549"
"13867",13866,"WK085550","Tilburg","Wijk","WK085550","3",340,295,25,5,0,5,"4719","161","20.4","19.9","56.7","2.4","83.9","0.4","4.2","7.1","085550"
"13869",13868,"WK085551","Tilburg","Wijk","WK085551","3",2460,245,245,175,20,25,"5295","215","32.2","26.1","35.1","22.1","16.6","28.3","2","1.4","085551"
"13872",13871,"WK085552","Tilburg","Wijk","WK085552","3",2060,240,220,240,25,55,"3890","214","32.5","25.4","34.6","24.3","25.5","27.2","2.2","2.9","085552"
"13875",13874,"WK085553","Tilburg","Wijk","WK085553","3",5540,465,640,530,50,100,"5738","230","34.2","26.7","35.2","25.5","20.2","31.6","3.6","3.2","085553"
"13880",13879,"WK085554","Tilburg","Wijk","WK085554","3",6185,390,600,495,60,95,"2778","235","35.3","27.2","33.7","26.1","14.7","35.2","2.7","2","085554"
"13888",13887,"WK085555","Tilburg","Wijk","WK085555","3",3155,250,335,290,30,60,"4944","215","32.3","24.4","35.4","23","18.6","26.6","2.7","2.2","085555"
"13892",13891,"WK085556","Tilburg","Wijk","WK085556","3",3895,300,425,420,55,110,"3960","224","32.9","24.7","35.1","23.7","23.3","28.3","4.5","4.2","085556"
"13896",13895,"WK085557","Tilburg","Wijk","WK085557","3",4575,110,415,390,80,70,"2770","275","40.8","27","25.7","34.7","14.5","41","3.9","3","085557"
"13902",13901,"WK085558","Tilburg","Wijk","WK085558","3",2970,480,315,310,70,65,"1785","261","35.4","27.3","33.7","26.9","26.6","29.6","5","4.1","085558"
"13906",13905,"WK085559","Tilburg","Wijk","WK085559","3",40,5,15,5,0,5,"11",".",".",".",".",".",".",".",".",".","085559"
"13912",13911,"WK085560","Tilburg","Wijk","WK085560","3",95,35,10,10,0,5,"17",".",".",".",".",".",".",".",".",".","085560"
"13920",13919,"WK085561","Tilburg","Wijk","WK085561","3",15,5,5,0,0,0,"11",".",".",".",".",".",".",".",".",".","085561"
"13924",13923,"WK085562","Tilburg","Wijk","WK085562","3",110,25,5,5,5,0,"54",".",".","22.9",".",".",".",".",".",".","085562"
"13927",13926,"WK085563","Tilburg","Wijk","WK085563","3",615,115,50,25,5,5,"43","449","35.5","30.6","37.7","25.8","33.9","36.6","7.8","7.8","085563"
"13932",13931,"WK085564","Tilburg","Wijk","WK085564","3",250,40,10,10,0,5,"30","434","30.7","25","39.9","16.7",".",".",".",".","085564"
"13936",13935,"WK085565","Tilburg","Wijk","WK085565","3",45,5,5,5,0,0,"8",".",".",".",".",".",".",".",".",".","085565"
"13938",13937,"WK085566","Tilburg","Wijk","WK085566","3",11270,2375,670,270,45,20,"962","296","37.7","29.8","35.1","27","20.4","34.5","2.9","2.9","085566"
"13959",13958,"WK085567","Tilburg","Wijk","WK085567","3",8090,1770,335,265,100,10,"456","291","33.8","27.7","37.9","21.8","25","28.8","3.5","3.6","085567"
"13971",13970,"WK018300","Tubbergen","Wijk","WK018300","1",6375,1320,285,150,0,5,"230","230","29.6","24","39.9","15.6","34.1","24.6","4.5","5.2","018300"
"13975",13974,"WK018301","Tubbergen","Wijk","WK018301","1",3550,575,70,45,0,0,"162","253","29.5","23.9","40.1","16.9","24","32.4","3.6","4.1","018301"
"13978",13977,"WK018302","Tubbergen","Wijk","WK018302","1",1870,275,50,10,0,0,"367","250","30.1","24.1","38.7","18.4","23","31.2","2.6","2.8","018302"
"13982",13981,"WK018303","Tubbergen","Wijk","WK018303","1",4295,735,135,50,0,0,"135","243","28.7","23","41.2","16","28.3","30.4","3.6","4.6","018303"
"13985",13984,"WK018304","Tubbergen","Wijk","WK018304","1",1275,190,55,10,0,0,"129","235","27.2","21.7","42.6","13.6","28.1","29.3","4.3","5.2","018304"
"13988",13987,"WK018305","Tubbergen","Wijk","WK018305","1",1550,240,50,0,0,0,"60","263","30.1","23.4","37.1","15.6","25.2","31.2","4.1","5","018305"
"13993",13992,"WK018306","Tubbergen","Wijk","WK018306","1",1345,225,30,0,0,0,"88","272","29.3","22.8","38.5","16.6","24.4","30","2.7","3.8","018306"
"13997",13996,"WK018307","Tubbergen","Wijk","WK018307","1",890,125,20,5,0,0,"96","263","31.4","24.9","39.9","19.7","20.7","39.1","2.3","3.3","018307"
"14001",14000,"WK170000","Twenterand","Wijk","WK170000","1",12845,2215,485,345,0,25,"1364","201","28.5","22","43.5","15.1","32.3","20.2","5.2","4.8","170000"
"14011",14010,"WK170001","Twenterand","Wijk","WK170001","1",1050,165,30,10,0,0,"41","256","29.5","22.2","42","17.8","25.1","30.5","4","4.8","170001"
"14017",14016,"WK170002","Twenterand","Wijk","WK170002","1",4760,770,175,70,0,0,"174","179","24.7","18.9","48.2","9.8","42.9","14.3","8.8","7","170002"
"14023",14022,"WK170003","Twenterand","Wijk","WK170003","1",5840,1155,130,55,0,10,"217","225","28.1","22","40.7","14.9","27.2","23.5","2.9","3","170003"
"14030",14029,"WK170004","Twenterand","Wijk","WK170004","1",9360,1660,250,180,0,10,"557","183","25.7","19.7","45.2","11.6","37.9","14.1","5.6","4.7","170004"
"14040",14039,"WK173000","Tynaarlo","Wijk","WK173000","1",7545,1785,340,225,0,10,"794","213","32.7","25.9","36.8","21.1","31.5","22.1","5.6","4.9","173000"
"14044",14043,"WK173001","Tynaarlo","Wijk","WK173001","1",440,65,20,5,0,0,"131","255","33.5","27.1","38.5","24.6","24.3","29.8","6.2","6.2","173001"
"14047",14046,"WK173002","Tynaarlo","Wijk","WK173002","1",320,55,10,10,0,0,"53","263","40","30.9","26.3","30.8","15.8","35.3","6.1","5.3","173002"
"14050",14049,"WK173003","Tynaarlo","Wijk","WK173003","1",330,85,10,5,0,0,"54","397","46.2","38.5","32.1","33.6","22.7","37.3","5.4","6.1","173003"
"14053",14052,"WK173004","Tynaarlo","Wijk","WK173004","1",2275,615,115,100,5,10,"600","236","31.6","25.2","37.6","19.7","24.8","21.3","4.9","4.4","173004"
"14058",14057,"WK173005","Tynaarlo","Wijk","WK173005","1",405,55,20,5,0,0,"77","220","31.1","25","38","20.6","22.6","28.3","6.3","5.1","173005"
"14061",14060,"WK173006","Tynaarlo","Wijk","WK173006","1",3760,1055,250,150,5,0,"574","247","36.8","29.1","35.3","26.3","26.5","27.8","5.2","4.6","173006"
"14064",14063,"WK173007","Tynaarlo","Wijk","WK173007","1",6825,1800,390,280,0,0,"541","219","32.2","25.9","37.4","21.4","33","21.9","4.8","4.5","173007"
"14068",14067,"WK173008","Tynaarlo","Wijk","WK173008","1",2365,120,145,110,0,5,"517","473","60.7","38.3","20.2","56.1","7.1","74.2","1.1","1.1","173008"
"14071",14070,"WK173009","Tynaarlo","Wijk","WK173009","1",4100,1140,165,135,5,10,"397","215","32.5","27","41.5","20.3","36.4","21.7","5.7","5.9","173009"
"14074",14073,"WK173010","Tynaarlo","Wijk","WK173010","1",470,115,20,5,0,0,"51","300","37","28.3","34.1","24.6","22.8","31","4.9","3.8","173010"
"14077",14076,"WK173011","Tynaarlo","Wijk","WK173011","1",325,70,10,0,0,0,"21","367","36.3","29.2","38.8","23.1","20.2","38.7","3.4","2.5","173011"
"14082",14081,"WK173012","Tynaarlo","Wijk","WK173012","1",1085,225,55,20,5,0,"89","235","31.4","25.6","37.7","20.4","27.4","23.5","4","3.6","173012"
"14087",14086,"WK173013","Tynaarlo","Wijk","WK173013","1",1780,355,90,25,0,0,"125","243","31.9","25.6","38.4","20.9","26.6","24.2","5.3","4.8","173013"
"14090",14089,"WK173014","Tynaarlo","Wijk","WK173014","1",545,145,25,5,0,0,"43","332","42.9","36.8","35.4","24.9","27.3","33.6","5.2","5.2","173014"
"14097",14096,"WK173015","Tynaarlo","Wijk","WK173015","1",740,150,35,10,0,5,"62","255","35.4","28.9","33.1","23.3","20.3","30.3","1.3","2","173015"
"14101",14100,"WK073700","Tytsjerksteradiel","Wijk","WK073700","1",10065,2455,375,580,5,5,"789","179","27.1","21.8","44.3","14.7","38.6","16","6.8","6.1","073700"
"14104",14103,"WK073701","Tytsjerksteradiel","Wijk","WK073701","1",2720,730,75,45,0,0,"149","187","29.3","24.3","41.1","17.3","36.5","17.8","5.8","4.8","073701"
"14110",14109,"WK073702","Tytsjerksteradiel","Wijk","WK073702","1",2925,675,90,60,0,0,"327","192","29.9","24","40.7","16.5","30.2","19","5","4.4","073702"
"14115",14114,"WK073703","Tytsjerksteradiel","Wijk","WK073703","1",770,130,20,5,0,0,"103","202","29.9","23.9","37.7","17.4","28.7","25.9","5.4","4.7","073703"
"14118",14117,"WK073704","Tytsjerksteradiel","Wijk","WK073704","1",2255,450,85,25,0,0,"91","201","30.9","23.8","36.9","19","22.6","23.5","4.4","3.8","073704"
"14123",14122,"WK073705","Tytsjerksteradiel","Wijk","WK073705","1",2300,415,40,15,0,0,"99","193","28.2","22.2","40.4","15","32.2","19.8","4.2","3.5","073705"
"14128",14127,"WK073706","Tytsjerksteradiel","Wijk","WK073706","1",1380,220,25,20,0,0,"121","192","26","20.3","44.2","12.8","32.9","16","7.2","5.6","073706"
"14131",14130,"WK073707","Tytsjerksteradiel","Wijk","WK073707","1",2495,420,55,20,0,0,"105","201","28.4","21.8","41","15.4","32.5","20.4","5.5","4.3","073707"
"14136",14135,"WK073708","Tytsjerksteradiel","Wijk","WK073708","1",2240,415,55,35,0,0,"280","194","27.6","21.6","40.4","14.1","30.5","18.3","5.8","5.1","073708"
"14139",14138,"WK073709","Tytsjerksteradiel","Wijk","WK073709","1",4795,1185,230,145,5,0,"461","167","29.8","23.5","38.1","17.2","32.1","16.9","4.7","5.1","073709"
"14143",14142,"WK085601","Uden","Wijk","WK085601","1",35995,7185,3300,3070,210,1075,"989","225","31.2","25.3","39.1","18.7","35.7","20.6","6","5.3","085601"
"14165",14164,"WK085602","Uden","Wijk","WK085602","1",3410,840,150,40,5,5,"210","257","29.2","24.3","43.4","17.6","29.2","26.5","2.9","2.9","085602"
"14169",14168,"WK085603","Uden","Wijk","WK085603","1",1970,345,95,15,5,0,"137","256","29.3","24.1","40.3","16.4","27","29.1","2.9","2.8","085603"
"14173",14172,"WK045000","Uitgeest","Wijk","WK045000","1",13465,2275,910,685,30,50,"703","247","34.7","27.7","34.2","25.2","25.7","29.5","3.9","3.4","045000"
"14181",14180,"WK045115","Uithoorn","Wijk","WK045115","1",920,120,175,95,20,10,"4086","198","34.8","29.7","30.3","21.2","46.1","14.7","5.8","4.2","045115"
"14183",14182,"WK045125","Uithoorn","Wijk","WK045125","1",3335,690,375,610,170,15,"5585","208","28.9","23.1","40.4","15.5","45.6","15.1","8.5","7","045125"
"14185",14184,"WK045135","Uithoorn","Wijk","WK045135","1",7215,1840,945,1370,420,55,"5427","200","30.7","24.1","38.7","18.5","42.9","17.1","7.8","7.2","045135"
"14187",14186,"WK045145","Uithoorn","Wijk","WK045145","1",7295,1085,1025,815,110,40,"4304","248","37.9","29.8","28.3","28.1","24.8","28.3","2.5","2","045145"
"14189",14188,"WK045150","Uithoorn","Wijk","WK045150","1",225,35,5,5,0,0,"109","300","35.3","27.5","40.7","27.7",".",".",".",".","045150"
"14191",14190,"WK045155","Uithoorn","Wijk","WK045155","1",95,20,25,0,0,0,"73",".",".",".",".",".",".",".",".",".","045155"
"14193",14192,"WK045165","Uithoorn","Wijk","WK045165","1",5840,855,535,420,35,10,"5990","279","40","32.7","32.4","28.8","22.2","38.2","3.6","3","045165"
